Date;Time;Severity;TID;This;Function;Message
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 51int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 52int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 53int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 54int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 55int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 56int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 57int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 58int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 59int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 60int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 61int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 62int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 63int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 64int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 65int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 66int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 67int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 68int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 69int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 70int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 71int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 72int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 73int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 74int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 75int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 76int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 77int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 78int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 79int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 80int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 81int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 82int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 83int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 84int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 85int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 86int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 87int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 88int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 89int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 90int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 91int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 92int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 93int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 94int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 95int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 96int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 97int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 98int main()"
2017/07/27;22:02:26.636;WARN;13257;0;main@69;"i: 99int main()"
2017/07/27;22:02:26.636;ERROR;13257;0;t_test_log@27;"@ t_test_log int t_test_log()"
2017/07/27;22:02:26.636;FATAL;13257;0;test_messer@36;"[../src/Tutorial_plog.cpp] fatalllllll"
2017/07/27;22:02:26.636;ERROR;13257;0;test_plog_default@44;"[../src/Tutorial_plog.cpp] Can't find env variable SIMITAR_LOGFILE_TRACE_ANALYZER
Using default logfile ./defaultLocation_traceAnalyzer.log
"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 0int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 1int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 2int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 3int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 4int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 5int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 6int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 7int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 8int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 9int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 10int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 11int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 12int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 13int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 14int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 15int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 16int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 17int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 18int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 19int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 20int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 21int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 22int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 23int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 24int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 25int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 26int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 27int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 28int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 29int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 30int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 31int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 32int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 33int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 34int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 35int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 36int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 37int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 38int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 39int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 40int main()"
2017/07/27;22:03:11.788;WARN;13274;0;main@69;"i: 41int main()"
